"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Sun Jul 12 14:37:49 UTC 2026","Sun Jul 12 14:37:54 UTC 2026","5405","tests.ui.agents","test_agent_character_limits","TestWelcomeMessageCharacterCounter","","","test_welcome_message_counter_turns_red_at_limit","Counter turns red with warning message when character limit is reached.
        TC-1687

        Acceptance Criteria #2: Counter turns red when 0 characters remain.

        Expected behavior at limit:
        - Counter shows: ""0 characters left. You have reached the MAXIMUM character limit""
        - Counter text turns red (error state)
        "
"passed","Sun Jul 12 14:59:12 UTC 2026","Sun Jul 12 14:59:53 UTC 2026","41307","tests.ui.support_assistant","test_support_assistant_smoke","TestSupportAssistantNewSession","","","test_new_chat_creates_fresh_session","New Chat button starts a fresh support session.

        Steps:
        1. Open Support Assistant
        2. Send a message to create conversation
        3. Click New Chat
        4. Verify old conversation moved to history
        5. Verify clean slate (welcome or empty state)

        Covers: 3.5.1, 3.5.2
        "
"passed","Sun Jul 12 14:38:19 UTC 2026","Sun Jul 12 14:38:25 UTC 2026","6011","tests.ui.agents","test_agent_character_limits","TestConversationStarterCharacterCounter","","","test_conversation_starter_counter_turns_red_at_limit","Counter turns red with warning message when character limit is reached.
        TC-1687

        Acceptance Criteria #2.
        Expected at limit:
        - ""0 characters left. You have reached the MAXIMUM character limit""
        - Counter text turns red
        "
"passed","Sun Jul 12 14:49:22 UTC 2026","Sun Jul 12 14:49:42 UTC 2026","20358","tests.ui.chat","test_conversation_management","TestConversationActions","","","test_delete_conversation_with_confirmation","TC-CONV-007: Delete conversation via UI and verify removal.

        Verifies:
        - Three-dot menu → Delete flow (TC-CONV-007 UI)
        - Confirmation dialog appears with title and buttons
        - Conversation removed from sidebar after confirmation
        - Conversation removed from API (TC-CONV-007 API coverage)

        Flow:
            1. Create a conversation via the API
            2. Navigate to the chat page, verify it appears in the sidebar
            3. Hover the conversation → open three-dot menu → click Delete
            4. Verify confirmation dialog appears with title and Cancel/Delete buttons
            5. Click Delete to confirm
            6. Verify conversation is removed from the sidebar
            7. Verify the API confirms the conversation is deleted
        "
"broken","Sun Jul 12 14:51:19 UTC 2026","Sun Jul 12 14:51:46 UTC 2026","27054","tests.ui.pipelines","test_pipeline_advanced","TestDiscardChanges","","","test_discard_reverts_name_change","PIPE-022: Edit name, click Discard, and verify original name restored.

        Makes an unsaved change to the pipeline name, clicks Discard,
        and verifies the original name is restored.
        "
"passed","Sun Jul 12 14:50:17 UTC 2026","Sun Jul 12 14:50:19 UTC 2026","1122","tests.ui.chat","test_conversation_management","TestConversationIsolation","","","test_fixture_cleanup_cycle","Verify that creating and deleting conversations via the API works.

        This is a smoke test for the fixture's create/delete cycle.
        "
"passed","Sun Jul 12 14:40:29 UTC 2026","Sun Jul 12 14:40:38 UTC 2026","8493","tests.ui.agents","test_agent_management","TestAgentConfiguration","","","test_internal_tools_enum_usage","Verify internal tools can be toggled using the enum-based API.

        Note: This is a smoke test for the toggle_tool() API accepting enum values.
        Full state verification (checking if checkbox actually changed) is not
        performed due to MUI DOM complexity making is_tool_enabled() unreliable.
        See test_internal_tools_enable_disable (skipped) for details.

        This test verifies:
        - toggle_tool() accepts InternalTool enum values
        - Method completes without errors
        - Can be called multiple times without breaking
        "
"passed","Sun Jul 12 14:54:12 UTC 2026","Sun Jul 12 14:54:24 UTC 2026","11696","tests.ui.pipelines","test_pipeline_execution","TestPipelineChatMessages","","","test_user_message_visible","PIPE-017: User message appears in chat alongside AI response.

        Both the user's input and the pipeline's output should be visible
        in the message list after execution.
        "
"passed","Sun Jul 12 14:43:00 UTC 2026","Sun Jul 12 14:43:24 UTC 2026","23828","tests.ui.agents","test_agent_with_github_toolkit","TestChatWithAgentToolkit","","","test_agent_chat_with_github_toolkit","Add toolkit to agent, chat via /app/chat, verify toolkit execution.

        Steps:
        1. Navigate to agent detail page
        2. Add the GitHub toolkit
        3. Save the agent
        4. Navigate to conversation in /app/chat
        5. Add agent as participant
        6. Send a message asking to list branches
        7. Wait for AI + toolkit response (stable content)
        8. Verify the response mentions branches
        "
"passed","Sun Jul 12 14:37:39 UTC 2026","Sun Jul 12 14:37:48 UTC 2026","9074","tests.ui.agents","test_agent_character_limits","TestWelcomeMessageCharacterCounter","","","test_welcome_message_counter_visible_and_updates_realtime","Character counter appears when typing and updates in real-time.
        TC-1688, TC-1685
        Acceptance Criteria #1: Real-time character counter visible.

        Steps:
        1. Type initial text - counter appears
        2. Add more text - counter updates (remaining chars decreases)
        "
"passed","Sun Jul 12 14:44:43 UTC 2026","Sun Jul 12 14:44:52 UTC 2026","8298","tests.ui.chat","test_chat_interface","TestMessageActions","","","test_delete_message","TC-CHAT-009: Delete message.

        Sends a message, waits for the AI response to finish streaming, then
        hovers over the message to reveal the delete button and confirms deletion.
        "
"passed","Sun Jul 12 14:42:43 UTC 2026","Sun Jul 12 14:42:57 UTC 2026","13967","tests.ui.agents","test_agent_with_github_toolkit","TestRemoveToolkitFromAgent","","","test_remove_toolkit_from_agent","Add a toolkit, then remove it, and verify it's gone.

        Steps:
        1. Navigate to agent detail page
        2. Add the toolkit
        3. Verify it's attached
        4. Remove the toolkit via delete button + confirmation
        5. Verify toolkit is no longer attached
        "
"passed","Sun Jul 12 14:48:02 UTC 2026","Sun Jul 12 14:48:08 UTC 2026","5845","tests.ui.chat","test_conversation_management","TestCreateConversation","","","test_create_conversation_via_ui_button","TC-CONV-001 UI: Create a conversation by clicking the UI button.

        Verifies:
        - Click ""Create Conversation"" enters blank conversation state
        - Sending a message creates the conversation on backend
        - Conversation appears in the sidebar list

        Cleanup deletes the conversation via the API.
        "
"broken","Sun Jul 12 14:52:41 UTC 2026","Sun Jul 12 14:53:12 UTC 2026","31024","tests.ui.pipelines","test_pipeline_execution","TestExecutePipeline","","","test_pipeline_response_is_meaningful","PIPE-011, PIPE-012: Execute a simple pipeline and verify meaningful response.

        Sends a specific question and verifies the pipeline processes it through
        the LLM node and returns a substantive, error-free answer.

        Verifies:
        - Pipeline returns a non-empty response (PIPE-011)
        - Response is not an error message (PIPE-012)
        - Response has substantive content (PIPE-012)
        "
"passed","Sun Jul 12 14:44:53 UTC 2026","Sun Jul 12 14:44:56 UTC 2026","3524","tests.ui.chat","test_chat_interface","TestConversationUIElements","","","test_model_selector_opens_menu","TC-CHAT-010, TC-CHAT-020: Model selector shows current model and opens menu.

        Verifies:
        - Current model name is displayed in selector (TC-CHAT-010)
        - Clicking selector opens a model menu or navigates to settings (TC-CHAT-010, TC-CHAT-020)
        "
"passed","Sun Jul 12 15:17:48 UTC 2026","Sun Jul 12 15:18:17 UTC 2026","29183","tests.ui.toolkits","test_github_toolkit","TestChatWithGitHubToolkit","","","test_chat_with_github_toolkit","Add GitHub toolkit to chat, send a message, verify execution.

        Steps:
        1. Navigate to a fresh conversation
        2. Click ""Add toolkit"" in the right panel
        3. Search for and select the toolkit
        4. Send a message asking to list branches
        5. Wait for AI response with toolkit execution
        6. Verify tool execution indicators appear in the chat
        "
"passed","Sun Jul 12 14:56:58 UTC 2026","Sun Jul 12 14:57:04 UTC 2026","6370","tests.ui.pipelines","test_pipeline_management","TestSearchPipeline","","","test_search_pipeline_no_results","Searching for a non-existent pipeline should show no results."
"passed","Sun Jul 12 14:54:52 UTC 2026","Sun Jul 12 14:54:55 UTC 2026","3033","tests.ui.pipelines","test_pipeline_management","TestPipelineDashboard","","","test_pipeline_dashboard_loads","PIPE-001: Dashboard loads with header and search input."
"passed","Sun Jul 12 14:54:56 UTC 2026","Sun Jul 12 14:54:59 UTC 2026","3078","tests.ui.pipelines","test_pipeline_management","TestPipelineDashboard","","","test_pipeline_created_via_api_visible_in_dashboard","Pipeline created via API fixture should appear in the dashboard."
"passed","Sun Jul 12 14:57:10 UTC 2026","Sun Jul 12 14:57:11 UTC 2026","971","tests.ui.pipelines","test_pipeline_management","TestPipelineIsolation","","","test_fixture_cleanup_cycle","Verify that creating and deleting pipelines via the API works.

        Smoke test for the fixture's create/delete cycle.
        "
"passed","Sun Jul 12 14:50:33 UTC 2026","Sun Jul 12 14:50:39 UTC 2026","6254","tests.ui.pipelines","test_pipeline_advanced","TestYamlEditor","","","test_yaml_view_toggle","PIPE-019: Switch to YAML view and verify the editor is visible.

        The YAML view shows a CodeMirror editor with the pipeline definition.
        Switching back to Flow should show the ReactFlow canvas.
        "
"broken","Sun Jul 12 14:50:46 UTC 2026","Sun Jul 12 14:51:16 UTC 2026","30956","tests.ui.pipelines","test_pipeline_advanced","TestYamlEditor","","","test_flow_yaml_round_trip","PIPE-021: Toggle Flow → YAML → Flow preserves the canvas.

        After a round-trip, the ReactFlow canvas should still show nodes
        (at least the default END node).
        "
"passed","Sun Jul 12 15:01:06 UTC 2026","Sun Jul 12 15:01:32 UTC 2026","25681","tests.ui.toolkits","test_github_toolkit","TestCreateGitHubToolkit","","","test_create_github_toolkit","Create a GitHub toolkit through the UI form.

        Steps:
        1. Navigate to /app/toolkits/create
        2. Click the GitHub card
        3. Fill: Toolkit Name, Description, Github configuration, Repository, Branches
        4. Click Save
        5. Verify URL redirects to toolkit detail page
        6. Verify toolkit loads with Test Settings panel
        "
"passed","Sun Jul 12 14:42:08 UTC 2026","Sun Jul 12 14:42:41 UTC 2026","32587","tests.ui.agents","test_agent_with_github_toolkit","TestAddToolkitToAgent","","","test_add_toolkit_to_agent","Add a GitHub toolkit to an existing agent via the UI, then chat.

        Steps:
        1. Navigate to agent detail page
        2. Click ""Toolkit"" button in the Toolkits section
        3. Search for and select the toolkit
        4. Verify toolkit card appears in the agent config
        5. Save the agent
        6. Find chat input in the embedded chat (right side of agent detail page)
        7. Type message: 'List all branches in the repository'
        8. Click Send button
        9. Wait for AI response to stabilise (3000ms stable duration)
        10. Verify response contains 'branch' keyword (toolkit executed)
        "
"passed","Sun Jul 12 14:40:19 UTC 2026","Sun Jul 12 14:40:23 UTC 2026","4154","tests.ui.agents","test_agent_management","TestAgentConfiguration","","","test_agent_information_section","Information section should display Agent ID and Version ID."
"passed","Sun Jul 12 14:49:42 UTC 2026","Sun Jul 12 14:49:57 UTC 2026","15001","tests.ui.chat","test_conversation_management","TestConversationActions","","","test_delete_conversation_cancel","TC-CONV-007b: Cancel the delete confirmation dialog.

        Verifies that clicking Cancel in the delete confirmation dialog
        keeps the conversation intact.
        "
"passed","Sun Jul 12 14:57:59 UTC 2026","Sun Jul 12 14:58:40 UTC 2026","41662","tests.ui.support_assistant","test_support_assistant_smoke","TestSupportAssistantLauncher","","","test_widget_state_persists_after_close_reopen","Conversation state persists when closing and reopening widget.

        Steps:
        1. Open Support Assistant
        2. Send a message
        3. Close widget
        4. Reopen widget
        5. Verify previous message is still visible

        Covers: 2.2.3
        "
"passed","Sun Jul 12 14:52:04 UTC 2026","Sun Jul 12 14:52:08 UTC 2026","4804","tests.ui.pipelines","test_pipeline_advanced","TestActionsMenu","","","test_three_dot_menu_lists_items","PIPE-028: The three-dot menu should contain expected items.

        Opens the menu and enumerates all visible menu items.
        At minimum, 'Delete pipeline' should be present.
        "
"passed","Sun Jul 12 14:46:21 UTC 2026","Sun Jul 12 14:46:24 UTC 2026","3622","tests.ui.chat","test_chat_interface","TestSidebarNavigation","","","test_navigate_to_agents_from_sidebar","TC-CHAT-022: Navigate to Agents from sidebar.

        Verifies Agents link in sidebar navigates correctly.
        "
"passed","Sun Jul 12 14:54:59 UTC 2026","Sun Jul 12 14:55:03 UTC 2026","3773","tests.ui.pipelines","test_pipeline_management","TestPipelineDashboard","","","test_view_toggle_table_and_card","Dashboard should support switching between table and card views."
"passed","Sun Jul 12 14:56:11 UTC 2026","Sun Jul 12 14:56:19 UTC 2026","8431","tests.ui.pipelines","test_pipeline_management","TestDeletePipeline","","","test_delete_pipeline_via_api","Create a pipeline, delete via API, and verify it's gone from the UI."
"passed","Sun Jul 12 14:48:18 UTC 2026","Sun Jul 12 14:48:32 UTC 2026","13867","tests.ui.chat","test_conversation_management","TestConversationList","","","test_click_conversation_to_open","TC-CONV-004: Click conversation to open it.

        Verifies:
        - Clicking a conversation item navigates to it
        - URL updates to /app/chat/{id}
        - Message input is available

        Fetches the current name from the API to handle auto-rename correctly.
        "
"passed","Sun Jul 12 14:39:14 UTC 2026","Sun Jul 12 14:39:17 UTC 2026","3281","tests.ui.agents","test_agent_management","TestCreateAgent","","","test_create_agent_via_api_visible_in_ui","Create an agent via API fixture and verify it shows in the UI list.

        The ``agent_id`` fixture creates the agent; this test navigates to
        the agents dashboard and checks for its presence.
        "
"passed","Sun Jul 12 14:53:47 UTC 2026","Sun Jul 12 14:54:11 UTC 2026","23994","tests.ui.pipelines","test_pipeline_execution","TestPipelineExecutionEdgeCases","","","test_navigate_away_and_reexecute","PIPE-016: Navigate away from the pipeline and return to re-execute.

        After navigating to a different page and returning, the pipeline
        should still be executable.
        "
"passed","Sun Jul 12 14:50:40 UTC 2026","Sun Jul 12 14:50:45 UTC 2026","4731","tests.ui.pipelines","test_pipeline_advanced","TestYamlEditor","","","test_yaml_content_reflects_pipeline","PIPE-020: YAML content should reflect the pipeline structure.

        A pipeline with an LLM node should have YAML content containing
        node definitions and entry_point.
        "
"passed","Sun Jul 12 14:40:39 UTC 2026","Sun Jul 12 14:40:42 UTC 2026","3419","tests.ui.agents","test_agent_management","TestAgentList","","","test_agents_dashboard_loads","Agents dashboard loads with functional header and search.

        Verifies:
        - Dashboard navigates successfully
        - Header is visible
        - Search input is visible and editable (not just rendered)
        - Search input accepts text input (functional check)
        "
